,body,lang,translation
1151,"Cenamos en este fantastico restaurante hace unos días. Ambiente agradable, amplio y con la iluminación muy correcta. Platos muy elaborados y muy especiales, con sabores muy bien potenciados, quizás excesivamente algunos, toques con productos y cocina japonesa. Una buena sinfonía (tomamos el menú ABaC, más reducido) aunque los platos eran canciones independientes sin una perfecta ligazón con el siguiente. Fernando, el somelier, agradable y entendido nos hizo un maridaje excelente. (gracias). Las cocinas impecables y bien organizadas. Jordi Cruz, próximo y agradable. El personal se merece las 3 estrellas. Profesional y correcto pero cercano y simpático.",,
1152,"Es un lugar bastante caro pero un capricho de vez en cuando se puede permitir mi bossillo, asi que decidi reservar para probar. y realmente vale la pena.",,
1153,"Estimado Cliente, Ante todo le agradecemos su confianza en nuestros servicios y en especial por hacernos llegar su aportación después de su visita a nuestro restaurante. Es un honor para nosotros saber que disfrutó de su experiencia gourmet y del servicio de nuestro personal. Sus comentarios nos ayudan a mejorar día a día para seguir logrando la satisfacción de nuestros clientes y continuar creando experiencias inolvidables. Pero lo que es realmente importante para nosotros, es haber creado una experiencia única e inolvidable en usted. Si decide volver a visitarnos, le rogamos que no dude en contactarnos a través de customercare@abacbarcelona.com para asegurarnos de que pueda llevarse el mejor de los recuerdos de nuevo. Quedamos a su entera disposición.Jenniffer MorrellCustomerCare",,
1154,"Ir a ABaC fue toda una experiencia. Cenamos el Gran Menú ABaC de 15 platos y la verdad es que cada uno de ellos era realmente sorprendente, una emoción de sabores muy difícil de explicar. Personalmente, me quedo con dos platos sobre el resto: ""Yema de huevo marina con caviar y salsa parmentier"" y ""Gamba de Palamos con té de corales"". Ambos platos son de lo mejor que he comido en mucho tiempo. La cocina, la sala, la bodega... Todos los elementos que forman parte de este restaurante rozan la perfección. Nota aparte merece el personal de la sala, el trato que nos dispensaron fue increíble. Y excepcional Jordi Cruz, saliendo a saludar mesa por mesa a todo el mundo, y eso que estaba el restaurante lleno. Chapó por Jordi y por todo su equipo.",,
1155,"Estimado cliente, Ante todo le agradecemos su confianza en nuestros servicios y en especial por hacernos llegar su aportación después de su visita a nuestro restaurante. Es un honor para nosotros saber que disfrutó de nuestra experiencia gourmet y del servicio de nuestro personal. Sus comentarios nos ayudan a mejorar día a día para seguir logrando la satisfacción de nuestros clientes y continuar creando experiencias inolvidables. Pero lo que es realmente importante para nosotros, es haber creado una experiencia única e inolvidable en usted. Si decide volver a visitarnos, le rogamos que no dude en contactarnos a través de customercare@abacbarcelona.com para asegurarnos de que pueda llevarse el mejor de los recuerdos de nuevo. Quedamos a su entera disposición.Jenniffer MorrellCustomerCare",,
1156,"Seré breve, ya que creo que todo esta dicho. Todos aquellos que quieran probar una cocina vanguardista, de calidad...y que puedan permitirse este deleite para los sabores...que lo hagan. Que elijan el menú grande...y otra cosa importante, que se dejen asesorar por el sumillier. Es un tipo, creo que mejicano, pero como dicen ellos, debes dejarte asesorar...y darle ""chance"". No te dirá el vino más caro, todo al contrario...le pongo un diez!!!Lo único que me defraudo, fue los postres, la nube azul...pues que me parece muy justita!!!Pero este punto no hará que le baje la nota...un diez",,
1157,"Estimado cliente, En ABaC Restaurant & Hotel, siempre a la vanguardia en la búsqueda de mejoras continuas para sorprender a nuestra distinguida clientela, deseamos expresarle la importancia que tiene el tiempo empleado en compartir sus comentarios y titularlos como un palacio de sabores.Es para nosotros un inmenso placer conocer sus impresiones, ya que estas nos ayudan a mejorar día a día y nos indican que nos encontramos en el camino correcto para continuar creando experiencias inolvidables.Tenemos pues, la plena confianza en que repetirá dicha experiencia, por ello, deseamos solicitarle nos contacte a través del email: customercare@abacbarcelona.com, en su próxima visita a la Ciudad Condal, para asegurarnos de que pueda llevarse el mejor de los recuerdos de nuevo. Quedamos a su disposición. Jenniffer MorrellCustomerCare",,
1158,"La experiencia gastronómica es increíble, hemos escogido el menú degustación ábac y es todo un lujo para el paladar, muchos detalles que lo hacen diferente, único y vanguardista. Cada plato es innovador y denota la experimentación del chef. El único fallo es que no obstante los camareros siempre fueron muy amables y gentiles, tuvimos una espera demasiado alta antes que nos sirvieran el primer plato (45 min) y durante la cena el servicio a las mesas podría haber sido mas atento ya que en muchas ocasiones tuvimos las copas vacias sin vino y sin pan, que un restaurante de este nivel tiene que tener siempre dos ojos encima del cliente. Pero compensa con creces con lo que sale de la cocina!",,
1159,"Hemos celebrado aquí nuestro aniversario de boda con un pack gourmet. El menú gean Abac fue genial! Todo estaba muy rico y el camarero, Adrià nos explicó todo y fue muy agradable. El hotel tiene encanto y nos gustó mucho. El desayuno, con la sra. Polar, fue de lo mejorcito. Cuándo volvemos?",,
1160,"Sensaciones al paladar como hacia tiempo que no experimentaba. Menú muy equilibrado, nada repetitivo. El camarero que nos atendió fué muy profesional explicando cada detalle de los platos que nos iban sirviendo. Un solo pero, eché a faltar un poco más de elegancia a la hora de cambiar cubiertos. Las 3 estrellas estan muy cerca. Bravo Jordi!",,
1161,"Simplemente perfecto. íbamos con las expectativas muy altas y cualquiera de ellas ha sido superada. No solo el trato, que desde el primer momento fue una mezcla ideal de profesionalidad y amabilidad,sino la coordinación precisa entre el servicio,la presentación ejemplar de cada plato, un menú con muy variados sabores que se distinguían y disfrutaban a la perfección y con la personalidad del chef en ellos. Después de una cena inolvidable, la guinda a la estancia ha sido un desayuno abundante y delicioso servido por una más que encantadora Pilar. Detalles como los que ella ha tenido unidos a una noche con degustación exquisita y resto de personal ejemplar,hacen que escapadas a lugares tan excepcionales como Abac sean incomparables e inolvidables.",,
1162,"Pués eso, estuve un dia en estado de shock después de haber probado el menú degustación Gran Abac. La ubicación es una pasada, la fachada del restaurante es moderna, las salas estaban bien, los sillones fantásticos, muy cómodos. El servicio correctísimo y para tener estrellas michelín nada estirado, que es de agradecer. Cogimos el menú degustación gran Abac, hay dos, pero este es el más extenso, 15 platos. Desde el nitro cocktel que fue el primer plato hasta el café fue un festival de platos, gustos, sabores, colores, texturas....al final no sabíamos qual era el nº1 imposible decidirse. Las presentaciones geniales y la comida la cantidad justa para un menú degustación. El tiempo entre plato y plato genial y eso que estaba lleno el restaurante, aquí vimos la buena coordinación entre la cocina y los camareros. Un detalle para las señoras muy bueno es que no tienes que dejar el bolso en el suelo, tienen una pinza que se sujeta en la mesa, que comodidad! els petits fours con el café son de agradecer. La carta de vinos muy extensa algo caros pero valía la pena. Ya sabemos que cuando vamos a un sitio con estrella michelín barato no es, pero vale la pena una vez al año ir a probar el Abac, sales de allí contento y eso que te ha costado un pastón, pero es lo bueno no?",,
1163,"Sencillamente. Espectacular. Este restaurante dirigido por Jordi Cruz me ha sorprendido gratamente. Comimos de maravilla, Visitamos la cocina en pleno trabajo y es una experiencia inolvidable.Degustamos un arroz con bogavante increible y unas vierias deliciosas. Aconsejable s se tiene mucha hambre pedir uno de sus menús degustacíon. Servicio mas acorde de un tres estrellas michelin, Ambiente muy agradable y relación calidad precio correcta.Dos peros. Carta de vinos poco extensa y el cafe mejorable.Gran velada y mi impresión de que la tercera estrella michelin esta al caer.",,
1164,"Son de esas cenas difíciles de olvidar y que días después sigues dándole vueltas a todo lo que has comido y la espectacular ejecución de todos y cada uno de los platos que degustamos.No voy a analizar cada uno de ellos ya que sería una crítica extensísima, Pero no cabe ninguna duda de que merece cada una de las estrellas que tiene,Es obvio que no puede ser barato, no estás cenando, es mucho más, estás asistiendo a una puesta en escena digna de la mejor obra de teatro.",,
1165,"Magnífico restaurante, cocina de mercado, buena materia prima, excelente carta de vinos y magnífico servicio. Muy recomendable",,
1166,"Fue una noche deliciosa. La comida excelente y el servicio inmejorable, además de un entorno precioso.",,
1167,"Aunque soy una fanática de la cocina tradicional de toda la vida, debo decir que la Cocina del Abac me dejó sin palabras. Escogimos un menú degustación y la comida fué excelente. Me encantó que utilizaran flores, me alucinaron las esferificaciones, me sorprendieron muy positivamente las texturas,...Además el personal fue muy atento, incluso nos enseñaron la cocina. Nos mimaron en todo momento.",,
1168,"esta ubicado fuera del centro de Barcelona en una zona tranquila, como es el barrio de Tibidabo, esta justo donde empieza la montana. esta ubicado en la parte inferior del hotel, el servicio fue muy bueno y la comida insuperabli. Todo excellente, casi todo lo que comimos fue mi favorito. Por otro ladoa la oredn",,
1169,"Una noche de sábado pensada para disfrutar al máximo. El menú Gran Abac fue nuestra elección. Los platos ciertamente estaban bien presentados, pero les faltó alma. El inicio es fulgurante con un llamado Nitro cocktail, prometía mucho pero dio poco. Se sucedieron los platos y uno, lógicamente, pierde la cuenta y no recuerda si son 10, 12 ó 16. Al llegar a casa repasé la lista de platos y, gran sorpresa, se habían saltado dos. Ni los vimos, ni los catamos, ni nos avisaron de variaciones ni nada de nada, pero evidentemente sí los pagamos. Escribí un correo electrónico para quejarme al respecto y, hasta este momento, ni tan siquiera se han dignado a acusarme recibo, no digo ya a esbozar una mínima disculpa. Tal vez lo mucho televisivo del chef esté opacando una carencia de detalles que son los que han de dar esa alma que, como antes dije, le faltó a los platos. Tomo como un desaire que no me hayan contestado y por ello quiero dejar expresa constancia. El regusto es agrio, ácido y nítrico.",,
1170,"Celebramos la cena de nuestra aniversario en este lugar. Buena comida, bien presentada, un servicio atento. Fue una velada increíble. Repetiremos.",,
1171,"El Àbac merece las 2 estrellas Michelin por la calidad de sus platos. Combinaciones de sabores y texturas que nunca habiamos probado. Probamos el menú de 12 pasos y todos fueron exquisitos, con unas técnicas culinarias más cercanas a la ciencia que a la gastronomía (en algunos platos). El servicio fenomenal, muy atento y agradable en todo momento. Lo que menos nos gustó fue el local, con una entrada sencilla y sin personalidad, como si entraras por la puerta de atras. La sala del restaurante es bonita pero no tiene vistas, es muy cerrada y si te toca una mesa cercana a la entrada hay demasiado ruido y ajetreo para un restaurante de este nivel.",,
1172,"La cena era jn regalo para mi pareja, y fue todo perfecto. Elegimos el Menú ABaC (12 pasos - 135€) Como otros comentarios, la entrada (cuando accedes con coche) es muy fría; des de la calle no se aprecia que es un hotel. Y al acceder al parking tienes que tocar un timbre de la calle, y te abren. Accedes al parking, y un camarero te espera para acompañarte a la sala mediante ascensor. Esto es lo peor, porque cada vez que tienes que ir al baño debes bajar con el ascensor...El jefe de sala y el sommelier son un poco altivos, por el contrario el camarero joven que nos sirvió fue perfecto; atento, simpático,..Otra cosa que nos decepcionó fue la distribución de las mesas; nos tocó una de las del principio y con la puerta abierta todo el rato se oía mucho la cocina! Otro comentario es que cuando finalizas la cena el único recuerdo que te llevas es la factura; en otros buenos restaurantes te dan como una cartita detallando el menú degustado y el vino. Dado que es una experiencia única poder comer allí, opino que no sería mala idea.",,
1173,Lo unico que no me gusto del restaurante es la entrada casi por el accensor y para ir al aseo igual. Pero esto no fue absolutamete nada importante para que el resto de la velada fuera especial. La comida es realmente buena aunque de inovacion no hay mucho porque son todo tecnicas ya muy usada. El menú gran abac es completo con 15 platos aprox y el servicio es muy amable y correcto muy ordenado. Yo sin duda volveria.,,
1174,"La cena en ÁBAC ha sido impresionante y memorable, recomiendo en especial la interpretación de streak tartar, el mero negro con gamba de Palamos, las ostras ( un plato precioso!), y como no , los postres. El de tierras ahumadas es todo una experiencia. El servicio ha sido muy bueno y realmente agradable y cercano. En fin, si vas a BCN es una visita obligada.",,
1175,"La decoración es minimalista y crea una atmósfera de tranquilidad, la comida con toques muy originales y con exelente presentación. Hasta aquí todo sería muy bueno si no fuera por el servicio. Fue desorganizado y no del nivel que uno esperaría de un rest. de dos estrellas Michelin. La coordinación entre meseros y somelier fue un desastre. Para colmo me pidieron el taxi sin haber pagado la cuenta y eso me costó 7 euros por la espera. Un rest. de ese nivel merece un mejor servicio.",,
1176,"Fuimos ha desayunar con mis padres, eramos 5, sin duda un desayuno memorable, muy completo, y muy recomendable el huevo cocido a baja temperatura.
El servicio absolutamente perfecto.",,
1177,"Fue una increíble sorpresa. Sabíamos que íbamos a comer bien pero no tanto. El menú degustación está compuesto por 12 platos, y todos estaban increíbles. Sorpresa tras sorpresa. En cada plato te dan una explicación de cómo lo han preparado, cosa que apreciamos mucho los amantes de la buena comida. El hotel es precioso y el restaurante espectacular. Tiene pocas mesas, por lo que hay un ambiente muy íntimo. Al finalizar, estuvimos charlando con el chef Jordi Cruz, muy amable. Es un sitio caro y exclusivo, pero vale la pena probarlo al menos una vez. Inolvidable",,
1178,"Grandes menús degustación, de los mejores y más equilibrados que he probado.Los platos están llenos de sabor, con estupendas presentaciones y aromas geniales.El servicio está a la altura, con mucha profesionalidad y amabilidad, sin caer en lo pesado o frío.Seguro que repetiré para probar las variaciones de la carta.Lástima que el chef no estaba (vacaciones), pero en otra ocasión será...",,
1179,"Reconozco que tengo suerte. A mi mujer le encanta comer y a mí también y todos los años hacemos un par de escapadas a este tipo de restaurantes, tanto en España como en el extranjero (si es que viajamos, claro). Llevaba 3 años queriendo ir y gracias a Master Chef a mi mujer por fin le ha apetecido. Ni que decir tiene que para ella el aliciente también estaba en el chef.Nos pusieron en la terraza y escogimos el menú degustación gran ABAc. El ambiente fantástico, ni poca ni mucha luz, servicio atento, y los platos muy equilibrados, con cosas diferentes (que es lo que se busca en estos sitios) pero sin pasarse. Salvo el mar y montaña, no le pudimos (o supimos) encontrar ningún pero a los platos. Presentación perfecta, sabor reconocible y calidad en el productoUno de los mejores restaurantes en los que hemos estado. Recomendable no, lo siguiente",,
1180,"Era la primera vez que íbamos a un restaurante con estrellas Michelin y valió la pena, desde el inicio al fin. Empezando por la recepción: una persona nos estaba esperando en el parking y nos acompañó hasta la entrada del restaurante. La comida (escogimos el menú degustación Gran Àbac) fue sencillamente un espectáculo para los sentidos!! Productos de excelente calidad, combinaciones de sabores sorprendentes, una detallada explicación de cada plato, una presentación muy cuidada.. Como en cualquier menú degustación, hay platos que te pueden gustar más que otros, pero el nivel de elaboración, sabor... era igual de alto en todos ellos. Y para finalizar, unos postres acordes a la genialidad del resto de platos.Simplemente, a modo de comentario, en el menú degustación, únicamente había un par de platos de carne.Disfrutad de tres horas de exquisitez!!",,
1181,"Es un hotel muy bonito.
Servicio perfecto.
Precio correcto para este nivel.
El Chef Jordi Cruz muy amable.
Y el menú deegustación un placer para los sentidos, con propuestas originales, algunas sorprendentes, con una gran presentación. Domina el juego con las flores.
Sin duda repetiremos.",,
1182,"Estuvimos en el ABaC el pasado 10/08/2013.La verdad que este Restaurante y la cocina de la mano de Jordi Cruz, bien merecen las estrellas michelin que poseen.Nos decidimos por el menú degustación Gran Abac, la verdad que todos los platos estaban exquisitos, la presentación muy buena e incluso algún plato te lo preparan en tu propia mesa como puede ser el Nitro Cocktail (sorbete de nitrógeno líquido). Disfrutamos de una gran noche, el trato del servicio fue muy atento y agradable, que hicieron una combinación perfecta entre la exquisitez de la comida y el trato personal.El precio es elevado evidentemente tratándose del tipo de restaurante que es, pero la creatividad y exquisitez de sus platos te hacen olvidar el precio.Ah!! Y no tengas miedo, no te quedaras con hambre.Tiene parking así que otra preocupación menos.Algo negativo:Mi pareja comento que las sillas eran un poco incomodas (a mi no me lo parecio) y que ese dia no pudimos felicitar al chef Jordi Cruz.Os lo recomiendo al 100%",,
1183,"Realmente se trata de un gran restaurante, no pedimos el menú sino que elegimos platos de la carta con el riesgo de no elegir los mejores platos, acertamos , excelente presentación y puntos de cocción, el servicio excelente y el entorno maravilloso.",,
1184,"Una delicia de lugar, sin duda. El menú degustación es excelente y el servicio muy acurado. Disfrutamos de lo lindo con las creaciones culinarias del equipo de Jordi Cruz. 
Muchas felicidades por el trabajo.",,
1185,"Toda la comida estaba perfectamente cocinada pero sin grandes sorpresas, es verdad que hoy en día todo el mundo hace lo mismo pero en el caso del Abac todo lo hacen bien cosa que no puedo decir de los otros, siempre hay algún plato que falla, en el Abac no, todo estuvo perfecto.De todos modos, que me hagan un sorbete delante de mis narices con nitrógeno líquido, si no aporta nada al sabor de los alimentos, es puro espectáculo..El servicio muy bien.Por otro lado, hacía un frío terrible, en pleno julio cené en el comedor interior con una chaqueta de piel puesta...",,
1186,"Una maravilla, todo lo que se diga es poco. Elegimos un menú degustación que es como mejor se valora el conjunto de la carta y no nos defraudó. Se merece con creces las 2 estrellas.Imaginación en los platos pero sin caer en el exceso de la experimentación. Sabores bien ligados, texturas novedosas con producto mayoritariamente catalán, lo que asegura su frescura.La carta de vinos bastante internacional. Quizá echamos de menos más producción española. Una de las cosas que más nos gustó fue la atención del equipo. Nada afectado, nos hicieron sentir cómodos desde el principio siendo muy amables pero sin ser demasiado ceremoniosos.Estuvimos tres horas disfrutando a tope.Desde luego, es un imprescindible para los amantes de la alta cocina.",,
1187,"Los señores de Michellin deberían revisar sus calificaciones más a menudo, el Abac ya no merece ni un sola estrell.a Aunque el Hotel es precioso y el servicio es muy amable la cocina no esta ni de lejos a la altura de estrellas. Sosa, sin innovación (ya todo le mundo hace lo mismo) y a un precio increíblemente caro. Muy mala satisfacción al salir por la puerta.",,
1188,"Cada año hacemos una cena en algún restaurante de reconocido prestigio y con estrellas Michelin. Este año nos decidimos por el ABac y ha superado con creces nuestras expectativas!Esperaba encontrar algo muy similar al resto de restaurantes con estrellas michelín, pero nos sorprendió muy gratamente! Calidad de los productos, variedad en el menú degustación, presentación de los platos, servicio del personal, ambiente, etc. Todo excelente! Es habitual que el Chef salga a interesarse por los comensales, sus opiniones, etc. pero es un detalle que en terminar la cena te ofrezcan visitar la cocina de la mano del propio Chef, aunque puedas estar acostumbrado a ver o trabajar en cocinas.La comida sorprende por sus contrastes, texturas, etc. Muy buena selección de aperitivos y entrantes. Lo que menos nos gustó (a pesar de estar bueno, pero por destacar algo) fue el plato de texturas de ternera.En definitiva, una elección excelente para los que realmente disfruten y valoren la gastronomía y cocina de autor.",,
1189,"Cena en Abac.......brutal, todo exquisito.....vale la pena ir.....sentarte......y que empieze el espectaculo, la decoración, el trato !!!!!! un diez para todos, en especial para el cheef Jordi Cruz, muy atento y encantador pudimos saludarle en la cocina... y sobre todo a MARC..super amable y profesional(mucha suerte!!!!!) gran velada....repetiremos.......el precio en consonancia.....",,
1190,"Los sabores deliciosos y una atencion buena, sillas comodas y lugar tranquilo y acogedor. Con la modalidad menu q tienen por las noches la atencion es rapida y los productos frescos",,
1191,"No voy a detallar el sorprendente menú del restaurante de Jordi Cruz porque es parte de la experiencia que supone comer allí. Sin embargo, hay platos como la Gamba de Palamós, té de corales, pan de curry y rabito ibérico o la Nieve de Bloody Mari de mariscos y salazones, son increibles.El trato muy amable, cuidando los detallas, especialmente el joven maitre,que al terminar la cena nos sirvío de guía por las cocinas donde pudimos ver al equipo de Jordi Cruz en plena faena.Una experiencia de casi tres horas -optamos por el menú ABAC sólo 12 platos, porque era para cenar- que justifica el precio, algo alto pero admisible en un local de esta categoría.",,
1192,"Hemos estado en este restaurante hace unos meses, y aun lo recordamos.Nos encanto. Los platos y sus presentaciones muy elaborados y de alta cocina.Servicio correcto, a destacar la atencion del ""sommelier"" un crack:)Nos mostro su gran conocimiento de vinos y enseño la bodega, preciosa.En nuestra opinion solo 41* esta a un nivel similar en Barcelona.",,
1193,"Entorno regular, muy ruidosa la terraza, y ambiente interior agradable. Estábamos solos. Muy caro, mucha mezcla y nos sentó mal un plato de carne con setas sobre el gusto extraño del cual no quisieron oir nada ni el maître ni el camarero. Carísimo.",,
1194,"Lo mejor, el servicio, un 10 para Pablo. La comida correcta, según las expectativas, pero sin llegar a notar demasiado la diferencia entre una y dos estrellas Michelin (en el precio si). El único punto negativo: un pelo en uno de los platos y obtener como respuesta un lo siento mucho por parte del Maître y únicamente si deseo que me cambien el plato. Sinceramente esperaba algo más al tratarse de un “fallo” bastante importante en un restaurante de esta categoría.",,
1195,"El restaurante es de un alto nivel pero no estuvo a la altura del segmento que se le atribuye. No se si es que tuvieron un mal dia pero el servicio no me pareció estar a la altura de la cocina, y la cocina tampoco está a la altura de otros restaurantes con precios y categorias del mismo nivel.",,
1196,"Comer en Abac es toda una experiencia. Hay dos menús a 125 y 145 euros. Nosotros pedimos el de 125 pero con algunos platos del otro que amablemente nos cambiaron. Excelente producto, elaboración, servicio... Sin duda, de los mejores restaurantes en los que hemos estado nunca.",,
1197,"Excelente restaurante en Barcelona, uno de los imprescindibles, perfecta ejecución y presentación en los platos, siempre sorprendiendo en cada plato, simpáticos aperitivos y postres, recuerdo los pintalabios con sorbete. Totalmente recomendable si buscas alta cocina combinando tradición y novedad, desde un perfecto plato de caza a una esferificación de aceitunas negras en la ensalada...",,
1198,"Todo perfecte, la comida, el Servicio, los tiempos de espera cortos(excepto en los cafès )… pero todo genial. Caro pero ço vale. Nosotros probamos el menú gran abac, genial!!",,
1199,"La experiencia es simplemente increíble. Tiene dos estrellas y hace notar en todos los aspectos. El equipo es bastante joven y la calidad de su servicio siempre correcto y próximo, el somellier nos aconsejo un vino increíble, aromáticamente sorprendente, complejo y con matices, evolucionaba con cada plato y parecía que a cada sorbo catamos un vino diferente.En cuanto a la comida...me quedo sin palabras. Fue la primera vez que comí muchas cosas, ostras, pichón, y mejillones...ya que no pertenecen a mis platos predilectos, pero realmente las disfrute...y tome conciencia de lo necesario que es educar el paladar. Plato tras plato todos los sentidos se despertaban y la sensación iba in crescendo, desde el mojito hasta los petit-fours. Reconozco que hay ciertos platos con los que soy especialmente quisquillosa, por lo general aquellos que hacen referencia a mi país de origen, y tengo que rendirme a la maravillosa sensación que despertó en mi su ""tiradito""... ácido, con el toque sutil de la cebolla un sabor sencillo que consigue tanto. Después la yema de huevo con parmentier, parmesano, ""rossinyols"" y trufas es simplemente delicioso, los guisantes del maresme, dulces y tiernos, los ñoquis de parmesano invaden la boca y se funden con el resto de sabores y por ultimo los postres...para mi EL POSTRE: sobre de nieve de yogurt y galletas, néctar de flores y helado de violeta hace llorar.Una experiéncia única que recomiendo a todo aquel que esté por Barcelona y se atreva a ello :)",,
1200,"Supongo que las estrellas de Hollywood deben ir al ABAC constantemente, porque las dos Michelin yo no las he visto por ningún lado. El menú degustación deja bastante que desear para lo que yo me esperaba. Vaya que puedes comer en varios restaurantes de Barcelona no Michelizados bastante mejor que en el ABAC por una fracción del precio.El servicio también deja bastante que desear. Parece que los tiempos están cambiando pero a peor y no a mejor, ya que los restaurantes de alta gastronomía no deberían perder el norte de lo que es en esencia ir a comer a un restaurante, es ir a comer a casa de otro, y esperas que te traten cómo en tu casa cómo mínimo, manteniendo las formas de la educación en todo momento. Cosa que le falla al ABAC por completo. Mala dirección de sala. Quizás es que un Hotel y un Restaurante de esta categoría juntos es demasiado para ellos.",,
1201,"No soy de Barcelona. Pero mi familia y yo llevamos instalados en esta ciudad aproximadamente un año y medio. Durante este tiempo hemos tenido la posibilidad de visitar yo diría un buen número de restaurantes de Barcelona. Y yo me atrevería a afirmar sin ningún pudor que ABaC han sido en mi opinión la mejor experiencia culinaria que hemos tenido hasta el momento. De hecho, hemos repetido y esperamos encontrar una excusa (cualquiera) para acercarnos de nuevo a disfrutar. Con mayúsculas.Restaurante moderno, ubicado en la planta baja del hotel del que lleva el nombre, con una decoración muy luminosa y elegante, mesas amplias y..... ambiente de trato exclusivo y personal.Su cocinero, Jordi Cruz, logra con sus platos elaborar unas propuestas arriesgadas en su justa medida y definitivamente exquisitas. Presentación de los platos pulcra, sin estridencias, calidad de las materias primas extraordinaria y resultado..... difícilmente inmejorable.Cada vez que hemos ido, hemos vivido una genial experiencia con la ayuda de su jefe de sala, que organiza un ""baile de platos"" con una presentación en escena espectacular. Un trato inmaculado.Su terraza permite, para aquellos que lo busquemos, disfrutar de un café, copa, puro o cigarrillo en un ambiente íntimo y agradable.Su única pero: al encontrarse en la Avda. Tibidabo 1, si se sale a la terraza, puede escucharse algo de tráfico, dependiendo del día que se elija para comer o cenar allí.Precio alto, pero justificado. Recomendable para una cena romántica o para entusiasmar a un visitante que quiera acompañarte a pasar un rato inolvidable.",,
1202,"La espectativa que tenia, antes de llegar, era maxima. El entorno, bueno, la escenografia, correcta, el servicio, con alto jivel de prifesionalidad y bajo nivel de eficiencia, la comida, de estreñla Michelin. En resumen. Ya he ido, lo he visto, interesante, y punto final. Sn mas.",,
1203,todo lo que se dice sobre esto restaurante es verdad magnifico!!el postre mejor de toda mi vida.............................!!!,,
1204,Categoría profesional y la calidad de su oferta hacen de este restaurante  un lugar para celebrar acontecimientos,,
1205,"Si te puedes permitir un capricho una noche especial, el ABaC cumplirá tus expectativas. Es probablemente la mejor experiencia en cocina de autor que he tenido. Cada plato del menú de degustación es una experiencia visual que después resulta ser deliciosa. Los postres son increíbles.El servicio es inmejorable. Amable, atento e increíblemente profesional. Ideal para ese aniversario de película que siempre quisiste regalarle a tu pareja. Eso sí, ahorra antes!",,
1206,Ya era un gran restaurante y pese a cambiar de ubicación y de chef siguen manteniendo una gran calidad.,,
1207,Este restaurante debe de servir la mejor comida en barcelona. Los platos son exquisitos y el maridaje de vinos de lo mas acertado. Es una opción segura aunque hace ya un rato que he ido. La terraza es de los mas agradable para una cena romantica,,
1208,"excelente y yo diria que casi imprescindible, apra los aficionados a la nueva cocina creativa, pero sin perder los valores y sabores de la comida tradicional, en fin magnifico y vale la pena conocerlo",,
1209,"Comida y servicio impecable para bolsillos que se puedan permitir un lujo de tanto en cuanto. Hay platos (y postres) que te harán disfrutar como en pocos sitios aunque, eso si, se paga.",,
1210,"El restaurante es una combinación perfecta entre sabores, texturas y presentación. Cada plato es una obra de arte y cada cucharada es una explosión de sabores. Lo mejor de la cocina catalana contemporánea! Y la atención hace que uno se sienta absolutamente consentido.Me enamoré de este restaurante! Felicitaciones!",,
1211,"Reconozco todos los valores de la ""haute cuisine"" y del juego de las etrellas Michelin, pero creo que hemos llegado al límite de la gilipollez.Menú degustación largo y 4 copas de vino por persona (2 comensales): 400 euretes.Excelente servicio y maridaje (que incluía 2 cervezas muy especiales), ambiente correcto (sin el tremendo ruido de la zona) y temperatura correcta. El menú:No valen para nada: la piruleta de caviar (chorrada), la ostra con panceta (insulsa), y el casarecce con foie (la pasta seca).El resto pasable pero nada justifica el pastón que pagas.Sé que hay restaurantes para todos y éste no es el mío.¡Vivan el gazpacho y las gambas al ajillo!",,
1212,"Más que una comida, es una experiencia, al menos para mí, que no estoy acostumbrado a estos sitios. Menú degustación de 125 euros, sin bebida: tres entrantes, siete principales y tres postres. Sabores, texturas, olores y formas sorprendentes. Foie, espectacular, tartar, muy fuerte, con humo de haya, liebre cocinada 30 horas, muy sabrosa. El postre con bourbon no me enloqueció. Vinos: psi 09 pingus y principia mathematica Penedés. Total: 160 por barba, y lo volvería a pagar.Fotos: https://picasaweb.google.com/105202253297747517362/CenaEnABaC",,
1213,"Un verdadero festival en todos los sentidos, la ambientación, la vajilla, los aromas y los sabores y la delicadesa de la cocina, gran selección de vinos, un verdadero placer, imperdible!",,
1214,"Ambiente muy cuidado
Servicio en el bar escaso 
Comida excelente 
Servicio depurado
Precio de la bodega desproporcionado",,
1215,"Manjar de diosoes!! Felicidades. Los platos estan minuciosamente preparados, perfectamente combinados y exquisitos. El servicio un 10!",,
1216,"Es un lugar donde la sofisticación y la buena mesa se hacen presentes, un ambiente con simplicidad pero con un toque de sobriedad moderna. La comida es excepcionalmente buena con sutilezas como la vajilla Versace donde te sirven el cafe. Los vinosson de alta calidad y muy actualizados para el entorno local como le, licoroso de Gewürztraminer. Es simplemente excelente!!",,
1217,"La verdad es que nos avisaron de que pasada determinada hora ya no podríamos tomar el munú degustación, pero nos quedamos un poco frustrado cuando no pudieron hacer una excepción. Los camareros,amables,pero sin más. Las materias primas de excelente calidad, pero sin más. Un poco...SIN MAS,",,
1218,Un menu degustación realmente  genial todo todo magnifico !,,
1219,"Disfrutar de una comida excepcional, dirigido por el xef Jordi Cruz, cocina de autor con una calidad insuperable. Ambiente intimo, servicio excelente. El hotel es espectacular, lujo en el centro de barcelona!!",,
1220,"Aqui he probado cosas que nunca imagine que me gustarian!
No es nada economico pero vale la que cuesta!
No dejeis de probarlo.",,
